,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
1208,MEX,Mexico,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1209,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1210,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1211,NOR,Norway,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1212,POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1213,PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1214,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1215,ESP,Spain,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1216,SWE,Sweden,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1217,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1218,TUR,Türkiye,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1219,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1220,USA,United States,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1221,BRA,Brazil,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1222,CHL,Chile,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1223,EST,Estonia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1224,ISR,Israel,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1225,LVA,Latvia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1226,RUS,Russia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1227,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1228,OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1229,AUS,Australia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.7
1230,AUT,Austria,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.2
1231,BEL,Belgium,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.8
1232,CAN,Canada,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.1
1233,CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,17.0
1234,DNK,Denmark,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1235,FIN,Finland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.5
1236,FRA,France,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.4
1237,DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.0
1238,GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,14.5
1239,HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,16.7
1240,ISL,Iceland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.4
1241,IRL,Ireland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.8
1242,ITA,Italy,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,15.9
1243,JPN,Japan,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,13.7
1244,KOR,Korea,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,27.3
1245,LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1246,MEX,Mexico,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,20.3
1247,NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.2
1248,NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.0
1249,NOR,Norway,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.7
1250,POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,22.8
1251,PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,8.3
1252,SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,18.5
1253,ESP,Spain,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1254,SWE,Sweden,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.8
1255,CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.1
1256,TUR,Türkiye,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,27.1
1257,GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.1
1258,USA,United States,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.7
1259,BRA,Brazil,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.7
1260,CHL,Chile,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,23.4
1261,EST,Estonia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.9
1262,ISR,Israel,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,19.7
1263,LVA,Latvia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.7
1264,RUS,Russia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.8
1265,SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,17.0
1266,ZAF,South Africa,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,28.5
1267,OECD,OECD - Total,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,14.0
1268,AUS,Australia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
1269,AUT,Austria,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
1270,BEL,Belgium,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,79.0
1271,CAN,Canada,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
1272,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
1273,DNK,Denmark,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
1274,FIN,Finland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1275,FRA,France,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
1276,DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
1277,GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
1278,HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
1279,ISL,Iceland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1280,IRL,Ireland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
1281,ITA,Italy,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
1282,JPN,Japan,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,87.0
1283,KOR,Korea,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1284,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
1285,MEX,Mexico,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
1286,NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
1287,NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
1288,NOR,Norway,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,98.0
1289,POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1290,PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
1291,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
1292,ESP,Spain,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
1293,SWE,Sweden,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1294,CHE,Switzerland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
1295,TUR,Türkiye,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1296,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1297,USA,United States,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,88.0
1298,BRA,Brazil,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
1299,CHL,Chile,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1300,EST,Estonia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
1301,ISR,Israel,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
1302,LVA,Latvia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,83.0
1303,RUS,Russia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1304,SVN,Slovenia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
1305,ZAF,South Africa,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
1306,OECD,OECD - Total,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,84.0
1307,AUS,Australia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1308,AUT,Austria,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,91.0
1309,BEL,Belgium,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,81.0
1310,CAN,Canada,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,94.0
1311,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1312,DNK,Denmark,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1313,FIN,Finland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,96.0
1314,FRA,France,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,78.0
1315,DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,90.0
1316,GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,69.0
1317,HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1318,ISL,Iceland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1319,IRL,Ireland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,79.0
1320,ITA,Italy,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,73.0
1321,JPN,Japan,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,89.0
1322,KOR,Korea,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,80.0
1323,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
1324,MEX,Mexico,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,78.0
1325,NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,95.0
1326,NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
1327,NOR,Norway,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1328,POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1329,PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,91.0
1330,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1331,ESP,Spain,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,75.0
1332,SWE,Sweden,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1333,CHE,Switzerland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,96.0
1334,TUR,Türkiye,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1335,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,80.0
1336,USA,United States,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,90.0
1337,BRA,Brazil,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,70.0
1338,CHL,Chile,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1339,EST,Estonia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,86.0
1340,ISR,Israel,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,74.0
1341,LVA,Latvia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,84.0
1342,RUS,Russia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1343,SVN,Slovenia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,95.0
1344,ZAF,South Africa,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,71.0
1345,OECD,OECD - Total,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
1346,AUS,Australia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,91.0
1347,AUT,Austria,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1348,BEL,Belgium,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
1349,CAN,Canada,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,87.0
1350,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1351,DNK,Denmark,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1352,FIN,Finland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
1353,FRA,France,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1354,DEU,Germany,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1355,GRC,Greece,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,66.0
1356,HUN,Hungary,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1357,ISL,Iceland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
1358,IRL,Ireland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
1359,ITA,Italy,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
1360,JPN,Japan,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
1361,KOR,Korea,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1362,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
1363,MEX,Mexico,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,72.0
1364,NLD,Netherlands,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
1365,NZL,New Zealand,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1366,NOR,Norway,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,98.0
1367,POL,Poland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
1368,PRT,Portugal,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
1369,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,80.0
1370,ESP,Spain,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
1371,SWE,Sweden,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
1372,CHE,Switzerland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
1373,TUR,Türkiye,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,60.0
1374,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1375,USA,United States,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1376,BRA,Brazil,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
1377,CHL,Chile,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,60.0
1378,EST,Estonia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1379,ISR,Israel,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1380,LVA,Latvia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
1381,RUS,Russia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,59.0
1382,SVN,Slovenia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,90.0
1383,ZAF,South Africa,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,73.0
1384,OECD,OECD - Total,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1385,AUS,Australia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
1386,AUT,Austria,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
1387,BEL,Belgium,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,88.0
1388,CAN,Canada,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
1389,CZE,Czech Republic,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1390,DNK,Denmark,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
1391,FIN,Finland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,69.0
1392,FRA,France,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
1393,DEU,Germany,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
1394,GRC,Greece,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,58.0
1395,HUN,Hungary,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
1396,ISL,Iceland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
1397,IRL,Ireland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,63.0
1398,ITA,Italy,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,73.0
1399,JPN,Japan,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,53.0
1400,KOR,Korea,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
1401,LUX,Luxembourg,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
1402,MEX,Mexico,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,63.0
1403,NLD,Netherlands,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,79.0
1404,NZL,New Zealand,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1405,NOR,Norway,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
1406,POL,Poland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
1407,PRT,Portugal,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,49.0
1408,SVK,Slovak Republic,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,66.0
1409,ESP,Spain,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
1410,SWE,Sweden,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,87.0
1411,CHE,Switzerland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,45.0
1412,TUR,Türkiye,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
1413,GBR,United Kingdom,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
1414,USA,United States,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,65.0
1415,BRA,Brazil,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
1416,CHL,Chile,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,47.0
1417,EST,Estonia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,64.0
1418,ISR,Israel,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
1419,LVA,Latvia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,55.0
1420,RUS,Russia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
1421,SVN,Slovenia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,53.0
1422,ZAF,South Africa,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,66.0
1423,OECD,OECD - Total,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,0,Units,69.0
1424,AUS,Australia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.0
1425,AUT,Austria,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.0
1426,BEL,Belgium,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1427,CAN,Canada,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1428,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,79.3
1429,DNK,Denmark,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.5
1430,FIN,Finland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1431,FRA,France,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.9
1432,DEU,Germany,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.4
1433,GRC,Greece,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.7
1434,HUN,Hungary,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,76.4
1435,ISL,Iceland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.2
1436,IRL,Ireland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.8
1437,ITA,Italy,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.6
1438,JPN,Japan,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,84.4
1439,KOR,Korea,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.3
1440,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.7
1441,MEX,Mexico,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,75.1
1442,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.2
1443,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1444,NOR,Norway,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.0
1445,POL,Poland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.0
1446,PRT,Portugal,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.8
1447,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,77.8
1448,ESP,Spain,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.9
1449,SWE,Sweden,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.2
1450,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,84.0
1451,TUR,Türkiye,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.6
1452,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.3
1453,USA,United States,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.9
1454,BRA,Brazil,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,75.9
1455,CHL,Chile,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,80.6
