,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
1350,1350,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1351,1351,DNK,Denmark,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1352,1352,FIN,Finland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
1353,1353,FRA,France,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1354,1354,DEU,Germany,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1355,1355,GRC,Greece,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,66.0
1356,1356,HUN,Hungary,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1357,1357,ISL,Iceland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
1358,1358,IRL,Ireland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
1359,1359,ITA,Italy,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
1360,1360,JPN,Japan,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
1361,1361,KOR,Korea,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1362,1362,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
1363,1363,MEX,Mexico,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,72.0
1364,1364,NLD,Netherlands,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
1365,1365,NZL,New Zealand,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1366,1366,NOR,Norway,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,98.0
1367,1367,POL,Poland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,82.0
1368,1368,PRT,Portugal,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
1369,1369,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,80.0
1370,1370,ESP,Spain,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
1371,1371,SWE,Sweden,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
1372,1372,CHE,Switzerland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
1373,1373,TUR,Türkiye,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,60.0
1374,1374,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
1375,1375,USA,United States,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1376,1376,BRA,Brazil,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
1377,1377,CHL,Chile,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,60.0
1378,1378,EST,Estonia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
1379,1379,ISR,Israel,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
1380,1380,LVA,Latvia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
1381,1381,RUS,Russia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,59.0
1382,1382,SVN,Slovenia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,90.0
1383,1383,ZAF,South Africa,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,73.0
1424,1424,AUS,Australia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.0
1425,1425,AUT,Austria,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.0
1426,1426,BEL,Belgium,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1427,1427,CAN,Canada,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1428,1428,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,79.3
1429,1429,DNK,Denmark,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.5
1430,1430,FIN,Finland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1431,1431,FRA,France,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.9
1432,1432,DEU,Germany,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.4
1433,1433,GRC,Greece,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.7
1434,1434,HUN,Hungary,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,76.4
1435,1435,ISL,Iceland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.2
1436,1436,IRL,Ireland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.8
1437,1437,ITA,Italy,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.6
1438,1438,JPN,Japan,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,84.4
1439,1439,KOR,Korea,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.3
1440,1440,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.7
1441,1441,MEX,Mexico,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,75.1
1442,1442,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.2
1443,1443,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.1
1444,1444,NOR,Norway,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.0
1445,1445,POL,Poland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.0
1446,1446,PRT,Portugal,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.8
1447,1447,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,77.8
1448,1448,ESP,Spain,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.9
1449,1449,SWE,Sweden,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,83.2
1450,1450,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,84.0
1451,1451,TUR,Türkiye,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.6
1452,1452,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.3
1453,1453,USA,United States,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.9
1454,1454,BRA,Brazil,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,75.9
1455,1455,CHL,Chile,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,80.6
1456,1456,EST,Estonia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,78.8
1457,1457,ISR,Israel,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,82.9
1458,1458,LVA,Latvia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,75.5
1459,1459,RUS,Russia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,73.2
1460,1460,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,81.6
1461,1461,ZAF,South Africa,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,64.2
1463,1463,AUS,Australia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.9
1464,1464,AUT,Austria,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.7
1465,1465,BEL,Belgium,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.8
1466,1466,CAN,Canada,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.0
1467,1467,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,76.4
1468,1468,DNK,Denmark,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.5
1469,1469,FIN,Finland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.3
1470,1470,FRA,France,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.9
1471,1471,DEU,Germany,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.0
1472,1472,GRC,Greece,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.2
1473,1473,HUN,Hungary,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,73.1
1474,1474,ISL,Iceland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.7
1475,1475,IRL,Ireland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.8
1476,1476,ITA,Italy,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.4
1477,1477,JPN,Japan,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.4
1478,1478,KOR,Korea,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.3
1479,1479,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.2
1480,1480,MEX,Mexico,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,72.2
1481,1481,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.6
1482,1482,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,80.3
1483,1483,NOR,Norway,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.3
1484,1484,POL,Poland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,74.1
1485,1485,PRT,Portugal,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,78.7
1486,1486,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,74.3
1487,1487,ESP,Spain,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.1
1488,1488,SWE,Sweden,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.5
1489,1489,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,82.1
1490,1490,TUR,Türkiye,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,75.9
1491,1491,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,79.4
1492,1492,USA,United States,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,76.3
1493,1493,BRA,Brazil,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,72.2
1494,1494,CHL,Chile,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,77.9
1495,1495,EST,Estonia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,74.5
1496,1496,ISR,Israel,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,81.0
1497,1497,LVA,Latvia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,70.9
1498,1498,RUS,Russia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,68.2
1499,1499,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,78.7
1500,1500,ZAF,South Africa,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,60.7
1502,1502,AUS,Australia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,85.0
1503,1503,AUT,Austria,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.2
1504,1504,BEL,Belgium,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.3
1505,1505,CAN,Canada,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.2
1506,1506,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,82.2
1507,1507,DNK,Denmark,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.5
1508,1508,FIN,Finland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.8
1509,1509,FRA,France,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,85.9
1510,1510,DEU,Germany,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.7
1511,1511,GRC,Greece,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.2
1512,1512,HUN,Hungary,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,79.7
1513,1513,ISL,Iceland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.7
1514,1514,IRL,Ireland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.7
1515,1515,ITA,Italy,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,85.7
1516,1516,JPN,Japan,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,87.5
1517,1517,KOR,Korea,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,86.3
1518,1518,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,85.2
1519,1519,MEX,Mexico,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,78.0
1520,1520,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.7
1521,1521,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.9
1522,1522,NOR,Norway,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.7
1523,1523,POL,Poland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,81.9
1524,1524,PRT,Portugal,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.8
1525,1525,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,81.2
1526,1526,ESP,Spain,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,86.7
1527,1527,SWE,Sweden,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.8
1528,1528,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,85.8
1529,1529,TUR,Türkiye,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,81.3
1530,1530,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.1
1531,1531,USA,United States,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,81.4
1532,1532,BRA,Brazil,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,79.6
1533,1533,CHL,Chile,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.4
1534,1534,EST,Estonia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.0
1535,1535,ISR,Israel,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.8
1536,1536,LVA,Latvia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,80.1
1537,1537,RUS,Russia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,78.2
1538,1538,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,84.5
1539,1539,ZAF,South Africa,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,67.7
1722,1722,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.1
1723,1723,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.2
1724,1724,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.8
1725,1725,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.0
1726,1726,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.9
1727,1727,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.5
1728,1728,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.9
1729,1729,FRA,France,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.7
1730,1730,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.3
1731,1731,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,5.8
1732,1732,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.0
1733,1733,ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.6
1734,1734,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.0
1735,1735,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.5
1736,1736,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.1
1737,1737,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,5.8
1738,1738,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.4
1739,1739,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.0
1740,1740,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.5
1741,1741,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.3
1742,1742,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.3
1743,1743,POL,Poland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.1
1744,1744,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,5.8
1745,1745,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.5
1746,1746,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.5
1747,1747,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.3
1748,1748,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.5
1749,1749,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,4.9
1750,1750,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.8
1751,1751,USA,United States,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.0
1752,1752,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.1
1753,1753,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.2
1754,1754,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.5
1755,1755,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,7.2
1756,1756,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.2
1757,1757,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,5.5
1758,1758,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.5
1759,1759,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,4.9
1761,1761,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.1
1762,1762,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.1
1763,1763,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.9
1764,1764,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.0
1765,1765,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.9
1766,1766,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.4
1767,1767,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.7
1768,1768,FRA,France,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.8
1769,1769,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.4
1770,1770,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.0
1771,1771,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.3
1772,1772,ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.4
1773,1773,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.9
1774,1774,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.4
1775,1775,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,5.9
1776,1776,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,5.4
1777,1777,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.4
1778,1778,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.3
1779,1779,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.6
1780,1780,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.1
1781,1781,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.3
1782,1782,POL,Poland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.3
1783,1783,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.0
1784,1784,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.5
1785,1785,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.4
1786,1786,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.3
1787,1787,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.5
1788,1788,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,4.3
1789,1789,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.7
1790,1790,USA,United States,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.0
1791,1791,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.2
1792,1792,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.2
1793,1793,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.3
1794,1794,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,7.2
1795,1795,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.3
1796,1796,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,5.3
1797,1797,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.5
1798,1798,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,4.9
1800,1800,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.2
1801,1801,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.3
1802,1802,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.8
1803,1803,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.0
1804,1804,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.9
1805,1805,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.6
1806,1806,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,8.1
1807,1807,FRA,France,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.7
1808,1808,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.3
1809,1809,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.6
1810,1810,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.8
1811,1811,ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.7
1812,1812,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.2
1813,1813,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.5
